spayneuter,uniqueid,dateofbite,species,breed,age,gender,borough,zipcode
true,9645,2019-09-04T00:00:00.000,DOG,Labrador Retriever Crossbreed,7,M,Queens,11428
false,9646,2019-09-05T00:00:00.000,DOG,UNKNOWN,,U,Queens,11364
true,9647,2019-09-07T00:00:00.000,DOG,Maltese,4,M,Queens,11694
true,9648,2019-09-05T00:00:00.000,DOG,German Shepherd Crossbreed,10,M,Queens,
true,9649,2019-09-07T00:00:00.000,DOG,Shih Tzu,10M,F,Queens,11354
false,9650,2019-09-09T00:00:00.000,DOG,MIXED BREED,5,M,Queens,11377
true,9651,2019-09-07T00:00:00.000,DOG,MASTIFF MIX,4,M,Queens,11693
true,9652,2019-09-09T00:00:00.000,DOG,MALTESE / POODLE MIX,5,M,Queens,11357
false,9653,2019-09-09T00:00:00.000,DOG,"Collie, Border",,U,Queens,
false,9654,2019-09-11T00:00:00.000,DOG,UNKNOWN,,U,Queens,
true,9655,2019-09-11T00:00:00.000,DOG,American Pit Bull Mix / Pit Bull Mix,7,M,Queens,11375
true,9656,2019-09-12T00:00:00.000,DOG,YORKIE / CHIHUAHUA MIX,3,F,Queens,11368
true,9657,2019-09-08T00:00:00.000,DOG,American Pit Bull Mix / Pit Bull Mix,5,M,Queens,11357
true,9658,2019-09-12T00:00:00.000,DOG,Chow Chow,2,M,Queens,11105
true,9659,2019-09-12T00:00:00.000,DOG,Chow Chow,2,M,Queens,11105
false,9660,2019-09-10T00:00:00.000,DOG,HAVANESE / MALTESE MIX,4M,F,Queens,11377
false,9661,2019-09-13T00:00:00.000,DOG,UNKNOWN,,U,Queens,11435
true,9662,2019-09-13T00:00:00.000,DOG,Shiba Inu,7,M,Queens,11369
true,9663,2019-09-14T00:00:00.000,DOG,"Collie, Border",2,M,Queens,11420
false,9664,2019-09-13T00:00:00.000,DOG,Pit Bull,,U,Queens,
false,9665,2019-09-13T00:00:00.000,DOG,"Mastiff, Old English",,M,Queens,11694
false,9666,2019-09-14T00:00:00.000,DOG,Pit Bull,7,F,Queens,11422
true,9667,2019-09-15T00:00:00.000,DOG,Dachshund Smooth Coat Miniature,8,M,Queens,11361
false,9668,2019-09-16T00:00:00.000,DOG,CHIHUAHUA / YORKIE MIX,6,F,Queens,11368
true,9669,2019-09-08T00:00:00.000,DOG,Shih Tzu,7,M,Queens,11418
false,9670,2019-09-17T00:00:00.000,DOG,UNKNOWN,,U,Queens,11104
false,9671,2019-09-17T00:00:00.000,DOG,American Pit Bull Mix / Pit Bull Mix,1,F,Queens,11421
false,9672,2019-09-17T00:00:00.000,DOG,UNKNOWN,,U,Queens,
false,9673,2019-09-18T00:00:00.000,DOG,Dachshund Smooth Coat Miniature,,F,Queens,11106
false,9674,2019-09-17T00:00:00.000,DOG,Chihuahua,1,M,Queens,11373
false,9675,2019-09-18T00:00:00.000,DOG,Boston Terrier,1,M,Queens,11416
false,9676,2019-09-18T00:00:00.000,DOG,"Shar-Pei, Chinese",4,F,Queens,11356
false,9677,2019-09-19T00:00:00.000,DOG,Shih Tzu,3,F,Queens,11378
true,9678,2019-09-20T00:00:00.000,DOG,Labrador Retriever Crossbreed,1,M,Queens,11355
true,9679,2019-09-21T00:00:00.000,DOG,Yorkshire Terrier,9,M,Queens,11369
false,9680,2019-09-20T00:00:00.000,DOG,UNKNOWN,,U,Queens,
false,9681,2019-09-23T00:00:00.000,DOG,Pit Bull,,U,Queens,11420
false,9682,2019-09-22T00:00:00.000,DOG,"Poodle, Standard",,U,Queens,11355
false,9683,2019-09-21T00:00:00.000,DOG,MIXED,,F,Queens,11420
false,9684,2019-09-23T00:00:00.000,DOG,German Shepherd,,U,Queens,11355
false,9685,2019-09-22T00:00:00.000,DOG,UNKNOWN,,U,Queens,
true,9686,2019-09-20T00:00:00.000,DOG,Cocker Spaniel,7,M,Queens,11385
true,9687,2019-09-20T00:00:00.000,DOG,West High White Terrier,14,M,Queens,11357
false,9688,2019-09-21T00:00:00.000,DOG,UNKNOWN,,U,Queens,
true,9689,2019-09-23T00:00:00.000,DOG,MINI GOLDENDOODLE,1,M,Queens,11361
false,9690,2019-09-24T00:00:00.000,DOG,"Poodle, Standard",,U,Queens,
false,9691,2019-09-23T00:00:00.000,DOG,UNKNOWN,,U,Queens,
false,9692,2019-09-23T00:00:00.000,DOG,UNKNOWN,,U,Queens,11422
false,9693,2019-09-26T00:00:00.000,DOG,UNKNOWN,,U,Queens,
true,9694,2019-09-26T00:00:00.000,DOG,TERRIER MIX,2,M,Queens,11372
false,9695,2019-09-29T00:00:00.000,DOG,Maltese,1,F,Queens,11368
false,9696,2019-09-24T00:00:00.000,DOG,UNKNOWN,,U,Queens,11379
true,9697,2019-09-25T00:00:00.000,DOG,PIT BULL / RETRIEVER MIX,3,F,Queens,11368
true,9698,2019-09-19T00:00:00.000,DOG,Pit Bull,8,M,Queens,11364
false,9699,2019-09-20T00:00:00.000,DOG,UNKNOWN,,U,Queens,11368
false,9700,2019-09-29T00:00:00.000,DOG,UNKNOWN,,U,Queens,11385
false,9701,2019-10-01T00:00:00.000,DOG,Shih Tzu,5M,F,Queens,11377
false,9702,2019-09-28T00:00:00.000,DOG,American Pit Bull Terrier/Pit Bull,6,M,Queens,11358
false,9703,2019-10-02T00:00:00.000,DOG,Pit Bull,10M,M,Queens,11433
true,9704,2019-10-03T00:00:00.000,DOG,Labrador Retriever Crossbreed,5,M,Queens,11385
false,9705,2019-10-01T00:00:00.000,DOG,German Shepherd,,U,Queens,11421
false,9706,2019-09-22T00:00:00.000,DOG,MIXED BREED,,U,Queens,
true,9707,2019-10-03T00:00:00.000,DOG,Pomeranian,8,M,Queens,11369
false,9708,2019-10-03T00:00:00.000,DOG,Shih Tzu,1,F,Queens,11101
false,9709,2019-10-06T00:00:00.000,DOG,Rottweiler,2,M,Queens,11418
false,9710,2019-10-05T00:00:00.000,DOG,UNKNOWN,,U,Queens,11415
false,9711,2019-09-27T00:00:00.000,DOG,Pit Bull,,U,Queens,
false,9712,2019-10-06T00:00:00.000,DOG,Chihuahua,6,M,Queens,11413
true,9713,2019-10-06T00:00:00.000,DOG,"Mastiff, Tibetan",2,F,Queens,11379
false,9714,2019-10-04T00:00:00.000,DOG,CORGI,,U,Queens,11101
false,9715,2019-10-06T00:00:00.000,DOG,UNKNOWN,,U,Queens,11414
true,9716,2019-10-07T00:00:00.000,DOG,Rottweiler,6,M,Queens,11423
false,9717,2019-10-09T00:00:00.000,DOG,Yorkshire Terrier,,U,Queens,11356
false,9718,2019-10-10T00:00:00.000,DOG,Pit Bull,,U,Queens,11102
true,9719,2019-10-10T00:00:00.000,DOG,"Poodle, Miniature",11,M,Queens,11361
true,9720,2019-10-15T00:00:00.000,DOG,ROTTWEILER MIX,3,M,Queens,11373
true,9721,2019-10-12T00:00:00.000,DOG,Labrador Retriever Crossbreed,3,F,Queens,
false,9722,2019-10-13T00:00:00.000,DOG,Dalmatian,,U,Queens,11377
true,9723,2019-10-10T00:00:00.000,DOG,Chihuahua Crossbreed,6,M,Queens,11417
true,9724,2019-10-12T00:00:00.000,DOG,"Collie, Border",4,F,Queens,11426
false,9725,2019-10-14T00:00:00.000,DOG,"Poodle, Standard",,U,Queens,11361
true,9726,2019-10-11T00:00:00.000,DOG,MALTESE MIX,13,M,Queens,11413
true,9727,2019-10-15T00:00:00.000,DOG,MIXED,3,F,Queens,11428
false,9728,2019-10-16T00:00:00.000,DOG,Pit Bull,,U,Queens,11369
false,9729,2019-09-25T00:00:00.000,DOG,"Bull Dog, English",,U,Queens,11358
false,9730,2019-10-12T00:00:00.000,DOG,American Pit Bull Mix / Pit Bull Mix,10,M,Queens,11435
false,9731,2019-10-18T00:00:00.000,DOG,Bull Terrier,7,M,Queens,11372
false,9732,2019-10-18T00:00:00.000,DOG,TERRIER,,U,Queens,11372
false,9733,2019-10-19T00:00:00.000,DOG,Shih Tzu,2,M,Queens,11356
false,9734,2019-10-18T00:00:00.000,DOG,German Shepherd,1,M,Queens,11417
false,9735,2019-10-15T00:00:00.000,DOG,UNKNOWN,,U,Queens,11377
false,9736,2019-10-20T00:00:00.000,DOG,UNKNOWN,3,M,Queens,11697
false,9737,2019-10-17T00:00:00.000,DOG,UNKNOWN,,U,Queens,11412
false,9738,2019-10-20T00:00:00.000,DOG,Golden Retriever,5,M,Queens,11421
true,9739,2019-10-13T00:00:00.000,DOG,Pekingese,16,M,Queens,11356
true,9740,2019-10-21T00:00:00.000,DOG,Chihuahua,1,M,Queens,11369
false,9741,2019-10-22T00:00:00.000,DOG,Puggle,13,F,Queens,11375
true,9742,2019-10-20T00:00:00.000,DOG,Chesapeake Bay Retriever,2,M,Queens,11694
false,9743,2019-10-18T00:00:00.000,DOG,Shih Tzu,9,M,Queens,11369
false,9744,2019-10-19T00:00:00.000,DOG,UNKNOWN,,U,Queens,
false,9745,2019-10-19T00:00:00.000,DOG,UNKNOWN,,U,Queens,
false,9746,2019-10-19T00:00:00.000,DOG,Pit Bull,,U,Queens,11419
false,9747,2019-10-22T00:00:00.000,DOG,CORGI,,U,Queens,
false,9748,2019-10-22T00:00:00.000,DOG,American Pit Bull Terrier/Pit Bull,5,M,Queens,11385
true,9749,2019-10-22T00:00:00.000,DOG,"Poodle, Standard",6,M,Queens,11372
false,9750,2019-10-20T00:00:00.000,DOG,MIXED BREED,3,M,Queens,11102
true,9751,2019-10-23T00:00:00.000,DOG,Bichon Frise,3,F,Queens,11418
true,9752,2019-10-09T00:00:00.000,DOG,Pit Bull,6,F,Queens,11694
false,9753,2019-10-22T00:00:00.000,DOG,Pit Bull,6,F,Queens,11691
false,9754,2019-10-26T00:00:00.000,DOG,Pit Bull,4,M,Queens,11414
true,9755,2019-10-26T00:00:00.000,DOG,Pit Bull,4,F,Queens,11368
false,9756,2019-10-27T00:00:00.000,DOG,UNKNOWN,,U,Queens,11421
false,9757,2019-10-28T00:00:00.000,DOG,Belgian Malinois,2,M,Queens,11417
false,9758,2019-10-04T00:00:00.000,DOG,Chihuahua,,U,Queens,
true,9759,2019-10-25T00:00:00.000,DOG,MALTIPOO,5,M,Queens,11364
false,9760,2019-10-28T00:00:00.000,DOG,American Staffordshire Terrier,,M,Queens,11369
false,9761,2019-10-27T00:00:00.000,DOG,Chihuahua,,U,Queens,
false,9762,2019-10-28T00:00:00.000,DOG,AMERICAN BULLY,2,M,Queens,11413
false,9763,2019-10-29T00:00:00.000,DOG,UNKNOWN,,U,Queens,
false,9764,2019-10-29T00:00:00.000,DOG,"Schnauzer, Miniature",2,M,Queens,11373
false,9765,2019-10-26T00:00:00.000,DOG,Pit Bull,2,M,Queens,11414
false,9766,2019-10-30T00:00:00.000,DOG,MIXED,3,F,Queens,11356
false,9767,2019-10-30T00:00:00.000,DOG,MIXED,3,F,Queens,11356
false,9768,2019-10-30T00:00:00.000,DOG,UNKNOWN,,U,Queens,
false,9769,2019-10-31T00:00:00.000,DOG,UNKNOWN,,U,Queens,
true,9770,2019-10-30T00:00:00.000,DOG,German Shepherd,2,M,Queens,11104
false,9771,2019-10-20T00:00:00.000,DOG,Pit Bull,,U,Queens,11105
false,9772,2019-11-03T00:00:00.000,DOG,Shih Tzu,3,M,Queens,11433
false,9773,2019-11-03T00:00:00.000,DOG,"Poodle, Miniature",1,M,Queens,11692
false,9774,2019-11-01T00:00:00.000,DOG,Pit Bull,,U,Queens,11369
false,9775,2019-11-02T00:00:00.000,DOG,UNKNOWN,,U,Queens,11355
true,9776,2019-10-27T00:00:00.000,DOG,Yorkshire Terrier,3,F,Queens,11385
false,9777,2019-10-28T00:00:00.000,DOG,Pit Bull,,U,Queens,
false,9778,2019-11-04T00:00:00.000,DOG,Pit Bull,,U,Queens,
false,9779,2019-11-03T00:00:00.000,DOG,UNKNOWN,,U,Queens,11105
false,9780,2019-11-04T00:00:00.000,DOG,Pit Bull,,U,Queens,11429
true,9781,2019-10-31T00:00:00.000,DOG,Chihuahua,9,M,Queens,11436
false,9782,2019-11-03T00:00:00.000,DOG,Rottweiler,,U,Queens,
true,9783,2019-11-05T00:00:00.000,DOG,SHIH TZU / MALTESE MIX,2,M,Queens,11368
false,9784,2019-10-25T00:00:00.000,DOG,UNKNOWN,,U,Queens,11434
true,9785,2019-11-04T00:00:00.000,DOG,Pit Bull,2,M,Queens,11385
false,9786,2019-11-02T00:00:00.000,DOG,Pit Bull,,U,Queens,11428
false,9787,2019-11-03T00:00:00.000,DOG,Pit Bull,,U,Queens,11411
false,9788,2019-11-07T00:00:00.000,DOG,LABRADOR / PIT BULL MIX,4,M,Queens,11419
false,9789,2019-11-09T00:00:00.000,DOG,Pit Bull,,U,Queens,11355
false,9790,2019-10-24T00:00:00.000,DOG,MALTESE / YORKIE MIX,3,M,Queens,11413
true,9791,2019-10-31T00:00:00.000,DOG,American Pit Bull Mix / Pit Bull Mix,11,M,Queens,11368
true,9792,2019-11-08T00:00:00.000,DOG,American Pit Bull Mix / Pit Bull Mix,4,M,Queens,11102
false,9793,2019-11-08T00:00:00.000,DOG,Maltese,,U,Queens,
false,9794,2019-11-08T00:00:00.000,DOG,Shih Tzu,,U,Queens,
false,9795,2019-11-12T00:00:00.000,DOG,UNKNOWN,,U,Queens,11105
true,9796,2019-11-09T00:00:00.000,DOG,Maltese,1,M,Queens,11377
false,9797,2019-11-09T00:00:00.000,DOG,Alaskan Klee Kai,3M,F,Queens,11101
true,9798,2019-11-11T00:00:00.000,DOG,HERDING MIXED,4,M,Queens,11378
false,9799,2019-11-11T00:00:00.000,DOG,Chihuahua,,U,Queens,
false,9800,2019-11-16T00:00:00.000,DOG,Shiba Inu,,U,Queens,11377
false,9801,2019-11-16T00:00:00.000,DOG,Pit Bull,,U,Queens,11369
true,9802,2019-11-16T00:00:00.000,DOG,Great Dane,1,F,Queens,11373
false,9803,2019-11-16T00:00:00.000,DOG,Pit Bull,5,M,Queens,11368
false,9804,2019-11-17T00:00:00.000,DOG,Pit Bull,11M,M,Queens,11369
false,9805,2019-11-17T00:00:00.000,DOG,UNKNOWN,,U,Queens,11373
false,9806,2019-11-19T00:00:00.000,DOG,German Shepherd,,U,Queens,
false,9807,2019-11-19T00:00:00.000,DOG,"Bull Dog, English",,U,Queens,
false,9808,2019-11-19T00:00:00.000,DOG,German Shepherd,,U,Queens,
true,9809,2019-11-19T00:00:00.000,DOG,Labrador Retriever Crossbreed,12,M,Queens,
false,9810,2019-11-19T00:00:00.000,DOG,UNKNOWN,,U,Queens,
false,9811,2019-11-20T00:00:00.000,DOG,Akita,,U,Queens,
false,9812,2019-11-17T00:00:00.000,DOG,MIXED BREED,3,M,Queens,11377
false,9813,2019-11-21T00:00:00.000,DOG,MIXED BREED,3,M,Queens,11377
false,9814,2019-11-22T00:00:00.000,DOG,UNKNOWN,,U,Queens,
true,9815,2019-11-21T00:00:00.000,DOG,American Pit Bull Mix / Pit Bull Mix,7,M,Queens,11375
false,9816,2019-11-22T00:00:00.000,DOG,UNKNOWN,,U,Queens,11421
true,9817,2019-11-24T00:00:00.000,DOG,Maltese,3,M,Queens,11419
true,9818,2019-11-23T00:00:00.000,DOG,BEAGLE / HOUND MIX,1,F,Queens,11385
true,9819,2019-11-25T00:00:00.000,DOG,MIXED,2,F,Queens,11366
true,9820,2019-11-23T00:00:00.000,DOG,SHIH TZU / POODLE MIX,6,M,Queens,
false,9821,2019-11-24T00:00:00.000,DOG,Pit Bull,,U,Queens,11356
true,9822,2019-11-23T00:00:00.000,DOG,MORKIE MIX,3,M,Queens,11001
false,9823,2019-11-26T00:00:00.000,DOG,UNKNOWN,8,U,Queens,11362
false,9824,2019-11-26T00:00:00.000,DOG,Golden Retriever,2M,M,Queens,11363
false,9825,2019-11-28T00:00:00.000,DOG,CORGI,,U,Queens,
false,9826,2019-11-27T00:00:00.000,DOG,Pit Bull,,U,Queens,
true,9827,2019-11-26T00:00:00.000,DOG,Chihuahua Crossbreed,7,M,Queens,11377
true,9828,2019-11-26T00:00:00.000,DOG,German Shepherd,6,M,Queens,11377
true,9829,2019-11-26T00:00:00.000,DOG,Bull Terrier,13,F,Queens,11377
false,9830,2019-10-29T00:00:00.000,DOG,UNKNOWN,,U,Queens,11358
false,9831,2019-11-11T00:00:00.000,DOG,UNKNOWN,,U,Queens,11361
false,9832,2019-11-30T00:00:00.000,DOG,Pomeranian,9,M,Queens,11426
true,9833,2019-11-28T00:00:00.000,DOG,TERRIER MIX,2,M,Queens,11426
true,9834,2019-11-28T00:00:00.000,DOG,Yorkshire Terrier,3,M,Queens,11373
false,9835,2019-11-27T00:00:00.000,DOG,UNKNOWN,,U,Queens,
true,9836,2019-11-29T00:00:00.000,DOG,American Staffordshire Terrier,3,F,Queens,11103
true,9837,2019-11-30T00:00:00.000,DOG,Pit Bull,5,F,Queens,11379
false,9838,2019-11-29T00:00:00.000,DOG,Maltese,,U,Queens,11435
true,9839,2019-11-29T00:00:00.000,DOG,MIXED,12,F,Queens,11429
true,9840,2019-11-29T00:00:00.000,DOG,SHIH TZU / POODLE MIX,7,M,Queens,11378
true,9841,2019-11-30T00:00:00.000,DOG,WELSH CORGI MIX,4,M,Queens,11358
true,9842,2019-12-02T00:00:00.000,DOG,"Schnauzer, Miniature",9,M,Queens,11374
true,9843,2019-12-03T00:00:00.000,DOG,AMERICAN BULL DOG,3,M,Queens,11385
false,9844,2019-12-02T00:00:00.000,DOG,UNKNOWN,,U,Queens,
false,9845,2019-12-03T00:00:00.000,DOG,Great Dane,,U,Queens,
true,9846,2019-12-03T00:00:00.000,DOG,ROTTWEILER MIX,8,M,Queens,11375
false,9847,2019-11-20T00:00:00.000,DOG,UNKNOWN,,U,Queens,11421
true,9848,2019-12-02T00:00:00.000,DOG,Shiba Inu,2,M,Queens,11358
false,9849,2019-12-04T00:00:00.000,DOG,Siberian Husky,4,M,Queens,11368
false,9850,2019-11-23T00:00:00.000,DOG,UNKNOWN,,U,Queens,11691
false,9851,2019-12-04T00:00:00.000,DOG,UNKNOWN,,U,Queens,
true,9852,2019-12-04T00:00:00.000,DOG,Bichon Frise,5,F,Queens,11105
false,9853,2019-12-08T00:00:00.000,DOG,Pit Bull,,U,Queens,11385
false,9854,2019-12-06T00:00:00.000,DOG,Pomeranian,1,M,Queens,11357
true,9855,2019-12-06T00:00:00.000,DOG,BORDER COLLIE MIX,8,M,Queens,11102
false,9856,2019-12-08T00:00:00.000,DOG,Pit Bull,,U,Queens,
false,9857,2019-12-07T00:00:00.000,DOG,Shih Tzu,9M,M,Queens,11385
false,9858,2019-12-07T00:00:00.000,DOG,SPITZ,,U,Queens,
false,9859,2019-11-26T00:00:00.000,DOG,UNKNOWN,,U,Queens,
false,9860,2019-12-09T00:00:00.000,DOG,MIXED,4,M,Queens,11422
false,9861,2019-12-11T00:00:00.000,DOG,SHIH TZU / MALTESE MIX,3,M,Queens,11369
false,9862,2019-11-06T00:00:00.000,DOG,UNKNOWN,,U,Queens,11691
false,9863,2019-12-11T00:00:00.000,DOG,Bull Terrier,,U,Queens,
true,9864,2019-12-11T00:00:00.000,DOG,German Shepherd Crossbreed,2,M,Queens,11354
false,9865,2019-12-12T00:00:00.000,DOG,Siberian Husky,12,M,Queens,11418
false,9866,2019-12-08T00:00:00.000,DOG,Pit Bull,,U,Queens,11385
false,9867,2019-12-12T00:00:00.000,DOG,MIXED,,U,Queens,11372
false,9868,2019-12-14T00:00:00.000,DOG,MIXED,2,M,Queens,11102
false,9869,2019-12-14T00:00:00.000,DOG,Pomeranian,,U,Queens,
false,9870,2019-12-14T00:00:00.000,DOG,UNKNOWN,,U,Queens,
false,9871,2019-12-15T00:00:00.000,DOG,MIXED,,U,Queens,
false,9872,2019-12-15T00:00:00.000,DOG,Pit Bull,,U,Queens,
false,9873,2019-12-15T00:00:00.000,DOG,Australian Shepherd,11M,M,Queens,11378
false,9874,2019-12-15T00:00:00.000,DOG,Great Dane,,U,Queens,11413
true,9875,2019-12-15T00:00:00.000,DOG,STAFFORDSHIRE TERRIER MIX,5,F,Queens,11370
true,9876,2019-12-14T00:00:00.000,DOG,MIXED,4,M,Queens,11379
false,9877,2019-12-14T00:00:00.000,DOG,Miniature Pinscher,,U,Queens,11363
false,9878,2019-12-16T00:00:00.000,DOG,Pit Bull,,U,Queens,
true,9879,2019-12-15T00:00:00.000,DOG,MIXED,4,F,Queens,11102
false,9880,2019-12-16T00:00:00.000,DOG,GOLDEN RETRIEVER MIX,4,M,Queens,11372
false,9881,2019-12-15T00:00:00.000,DOG,BULL DOG,,U,Queens,11375
false,9882,2019-12-17T00:00:00.000,DOG,Shih Tzu,,U,Queens,11385
false,9883,2019-12-16T00:00:00.000,DOG,JACK RUSS / SHIH TZU MIX,5,F,Queens,11435
false,9884,2019-12-17T00:00:00.000,DOG,BOXER / ROTTWEILER MIX,3,M,Queens,11354
false,9885,2019-12-19T00:00:00.000,DOG,Shih Tzu,,U,Queens,11368
true,9886,2019-12-17T00:00:00.000,DOG,Siberian Husky,3M,M,Queens,11368
false,9887,2019-12-21T00:00:00.000,DOG,Pit Bull,,U,Queens,
false,9888,2019-12-21T00:00:00.000,DOG,BLACK RUSSIAN TERRIER,3,M,Queens,11366
true,9889,2019-12-21T00:00:00.000,DOG,Cocker Spaniel,4,M,Queens,11354
true,9890,2019-12-21T00:00:00.000,DOG,Chow Chow,,F,Queens,11385
false,9891,2019-12-21T00:00:00.000,DOG,MIXED,1,M,Queens,11364
false,9892,2019-12-19T00:00:00.000,DOG,UNKNOWN,,U,Queens,
false,9893,2019-12-22T00:00:00.000,DOG,Chow Chow,7,M,Queens,11379
true,9894,2019-12-24T00:00:00.000,DOG,Pit Bull,8,M,Queens,11372
true,9895,2019-12-24T00:00:00.000,DOG,"Bull Dog, English",4,M,Queens,11692
false,9896,2019-12-24T00:00:00.000,DOG,Pit Bull,,U,Queens,
true,9897,2019-12-25T00:00:00.000,DOG,CHIHUAHUA / PUG MIX,10,F,Queens,11694
false,9898,2019-12-24T00:00:00.000,DOG,UNKNOWN,,U,Queens,
false,9899,2019-12-27T00:00:00.000,DOG,Chihuahua,,U,Queens,11385
true,9900,2019-12-28T00:00:00.000,DOG,WESTIE & SCHNAUZER,6,U,Queens,11358
false,9901,2019-12-28T00:00:00.000,DOG,Pit Bull,,U,Queens,
false,9902,2019-12-28T00:00:00.000,DOG,Pomeranian,,U,Queens,11385
true,9903,2019-12-29T00:00:00.000,DOG,Chihuahua,7,F,Queens,11102
false,9904,2019-12-27T00:00:00.000,DOG,American Pit Bull Mix / Pit Bull Mix,6,M,Queens,
true,9905,2019-12-27T00:00:00.000,DOG,Yorkshire Terrier,2,M,Queens,11358
false,9906,2019-12-30T00:00:00.000,DOG,Maltese,,U,Queens,
false,9907,2019-12-30T00:00:00.000,DOG,BULLY,15,M,Queens,11418
true,9908,2019-12-30T00:00:00.000,DOG,PIT BULLS & LABRADOR,,U,Queens,11378
false,9909,2020-01-01T00:00:00.000,DOG,CORGI,,U,Queens,
false,9910,2019-12-29T00:00:00.000,DOG,Maltese,6,M,Queens,11370
true,9911,2019-12-31T00:00:00.000,DOG,SHEPHERD / LABRADOR MIX,8,M,Queens,11435
false,9912,2020-01-03T00:00:00.000,DOG,UNKNOWN,,U,Queens,
false,9913,2020-01-04T00:00:00.000,DOG,UNKNOWN,,U,Queens,
true,9914,2020-01-04T00:00:00.000,DOG,MIXED,3,M,Queens,11378
false,9915,2020-01-05T00:00:00.000,DOG,Beagle,3,F,Queens,11105
false,9916,2020-01-04T00:00:00.000,DOG,Pit Bull,,U,Queens,
false,9917,2019-12-31T00:00:00.000,DOG,UNKNOWN,,U,Queens,
true,9918,2020-01-06T00:00:00.000,DOG,SIBERIAN HUSKY MIX,2,M,Queens,11427
false,9919,2020-01-06T00:00:00.000,DOG,GOLDEN DOODLE,3M,F,Queens,11101
false,9920,2020-01-06T00:00:00.000,DOG,Golden Retriever,,U,Queens,11102
false,9921,2020-01-06T00:00:00.000,DOG,Jack Russ,,U,Queens,
false,9922,2020-01-08T00:00:00.000,DOG,Beagle,1,M,Queens,11378
false,9923,2020-01-07T00:00:00.000,DOG,German Shepherd,,M,Queens,11102
false,9924,2020-01-07T00:00:00.000,DOG,Pit Bull,,U,Queens,11366
false,9925,2020-01-07T00:00:00.000,DOG,Maltese,11,M,Queens,11362
true,9926,2020-01-08T00:00:00.000,DOG,JINDO MIX,6M,F,Queens,11385
false,9927,2020-01-08T00:00:00.000,DOG,Pit Bull,7,M,Queens,11385
false,9928,2020-01-08T00:00:00.000,DOG,UNKNOWN,,U,Queens,
false,9929,2020-01-08T00:00:00.000,DOG,MIXED,3,M,Queens,11379
false,9930,2020-01-09T00:00:00.000,DOG,UNKNOWN,,U,Queens,11106
false,9931,2020-01-10T00:00:00.000,DOG,"Poodle, Standard",7M,F,Queens,11372
false,9932,2020-01-11T00:00:00.000,DOG,Pit Bull,,U,Queens,11421
false,9933,2020-01-10T00:00:00.000,DOG,"Bull Dog, French",,U,Queens,11365
true,9934,2020-01-11T00:00:00.000,DOG,POMERANIAN / MALTESE MIX,4,M,Queens,11420
false,9935,2019-12-30T00:00:00.000,DOG,UNKNOWN,,U,Queens,11354
true,9936,2020-01-14T00:00:00.000,DOG,Portuguese Water Dog,4,M,Queens,11361
true,9937,2019-12-27T00:00:00.000,DOG,AMERICAN BULLY,9,M,Queens,11104
true,9938,2019-12-28T00:00:00.000,DOG,TERRIER MIX,4,F,Queens,11378
false,9939,2020-01-14T00:00:00.000,DOG,Maltese,,U,Queens,
false,9940,2020-01-14T00:00:00.000,DOG,Pit Bull,,U,Queens,
true,9941,2019-09-29T00:00:00.000,DOG,American Pit Bull Terrier/Pit Bull,8,M,Queens,11365
false,9942,2020-01-16T00:00:00.000,DOG,Pit Bull,,U,Queens,11416
false,9943,2020-01-16T00:00:00.000,DOG,UNKNOWN,,U,Queens,
true,9944,2020-01-16T00:00:00.000,DOG,FRENCH POODLE,12,M,Queens,11370
false,9945,2020-01-17T00:00:00.000,DOG,Siberian Husky,2,M,Queens,11419
false,9946,2020-01-18T00:00:00.000,DOG,UNKNOWN,,U,Queens,11103
false,9947,2020-01-19T00:00:00.000,DOG,Shih Tzu,13,M,Queens,11372
false,9948,2020-01-19T00:00:00.000,DOG,UNKNOWN,,U,Queens,11378
true,9949,2020-01-18T00:00:00.000,DOG,Shih Tzu,8,F,Queens,11370
true,9950,2020-01-22T00:00:00.000,DOG,Beagle Crossbreed,5,F,Queens,11105
false,9951,2019-12-01T00:00:00.000,DOG,UNKNOWN,,U,Queens,11385
true,9952,2020-01-10T00:00:00.000,DOG,SILKY MIX,6,M,Queens,
false,9953,2020-01-18T00:00:00.000,DOG,SHIH TZU / YORKIE MIX,7,M,Queens,11357
true,9954,2020-01-23T00:00:00.000,DOG,HOUND MIX,8,M,Queens,11385
false,9955,2020-01-22T00:00:00.000,DOG,UNKNOWN,,U,Queens,
true,9956,2020-01-24T00:00:00.000,DOG,YORKIE / POODLE MIX,11,M,Queens,11106
false,9957,2020-01-26T00:00:00.000,DOG,MALTESE / SHIH TZU,1,M,Queens,11411
true,9958,2020-01-26T00:00:00.000,DOG,American Pit Bull Mix / Pit Bull Mix,2,M,Queens,11102
false,9959,2020-01-21T00:00:00.000,DOG,UNKNOWN,,U,Queens,11421
false,9960,2020-01-25T00:00:00.000,DOG,MIXED,1,F,Queens,11373
false,9961,2019-11-24T00:00:00.000,DOG,German Shepherd,1,M,Queens,11415
true,9962,2020-01-27T00:00:00.000,DOG,BOXER MIX,2,F,Queens,
false,9963,2020-01-30T00:00:00.000,DOG,German Shepherd,,U,Queens,11423
true,9964,2020-02-01T00:00:00.000,DOG,MALTESE / POODLE MIX,1,M,Queens,11418
false,9965,2020-02-02T00:00:00.000,DOG,German Shepherd,,U,Queens,
